temperature,turbidity_cm,do,pH,ammonia,water_quality,turbidity_proxy
67.4487248165457,10.1271479017666,0.208152597873743,4.75165740703128,0.286053502596222,2,0.09874448459724361
64.6266659999542,94.0155952075645,11.434462673742,3.0851536815857,0.096039616205455,2,0.010636533202733368
65.1218417899778,90.6534622873011,12.4308646824155,9.64851512301191,0.974500936759271,2,0.011031018284009675
1.64033373093172,0.0663439563166512,10.9635288980122,4.81998839331818,0.884864943773046,2,15.072963017567542
64.8634342830838,2.11917303971007,1.36173594885601,10.2440335011367,0.801695181533167,2,0.4718821829371767
3.01015405181823,10.4724680832537,12.7041143769407,12.7131079019202,0.671318023024603,2,0.09548847435487329
70.599092094067,4.41147528983321,14.7859115655443,10.4740930064027,0.171307743789837,2,0.226681537195646
80.8606937554782,96.6107019452929,0.715907355224689,1.49019233054724,0.470119542639187,2,0.010350820145849508
81.2048433040614,11.5194888771695,2.21064729813504,0.0479666677027764,0.0529254020268626,2,0.08680940714148369
1.09815075330492,10.591560128811,8.6367602934416,0.00394431040072218,0.652312619121409,2,0.09441479704956923
13.8331547715561,92.041231994108,1.99420610946115,13.6526565318692,0.668194585383419,2,0.010864695944791511
12.2574848720116,9.29309287627437,1.80577329826061,5.1133648907348,0.211429387769872,2,0.10760680145068163
3.72309668917736,81.1455197204036,10.3629149969316,4.24416644188052,0.926786858472808,2,0.012323539284061736
75.789240674479,97.4029558517967,10.9100949296827,13.3452524629657,0.19976089681703,2,0.010266628884666994
60.6606805261031,87.8001733190087,0.550941128894172,4.80593159919844,0.604847713293816,2,0.011389499156985153
10.8712019556128,4.12614929710717,1.61378194671813,1.86521216601987,0.697605507301086,2,0.24235671760619443
83.6311234131864,98.8263900317306,0.527349252572432,2.85563394542651,0.908869858868132,2,0.010118754713988095
62.1609386288726,95.2331288433391,9.9787485399601,12.9945339876201,0.687828393230189,2,0.010500547573576262
80.4986503828123,9.71162544535104,14.3004271390827,0.0663699192029994,0.581108994603495,2,0.10296937475885673
3.80416911466122,86.0651539664165,2.66777957376729,5.53490136653335,0.0740592197281425,2,0.011619104293826165
74.8252678173837,82.1627582693721,1.25083317885537,12.4827438507822,0.77187545991804,2,0.01217096432816291
3.75931578647501,1.34460214929128,8.42661877327958,2.19199653338852,0.423654980969665,2,0.743714414354525
78.9730278080234,1.64698885552231,0.944782247932057,11.6746360821064,0.47644677134015,2,0.6071686500166813
64.0034383429898,12.317794317588,14.7990850295459,4.87567307053853,0.266904452218035,2,0.08118336564299884
4.96744318657394,81.7525237042744,2.16109411120599,4.95502584636945,0.810418533007715,2,0.012232038286883068
6.42805779507514,84.3623698903272,9.60908615010188,9.96284620019673,0.919129803424293,2,0.011853626223398184
10.0927901861162,90.2872005646656,2.62805938979931,4.96977732379335,0.727001365117702,2,0.011075767038360869
63.7757650341979,8.53539867087325,11.6416758102614,3.57734787537114,0.992242377140381,2,0.11715914376823021
0.8801024772151,5.23873459814892,1.72077133020927,0.228482329728312,0.206126098378347,2,0.19088579145684245
9.37940817625989,11.701418656955,1.31709914627214,12.8223747067744,0.751545712142609,2,0.08545972324523468
2.81661401744587,10.0076348345958,0.841765031791949,0.286045598135156,0.216786232771792,2,0.09992370990027127
72.7578560201019,0.177769903311181,10.9640837356316,1.37788845500473,0.302438593685631,2,5.625249164081106
67.8454528208736,94.6563196204493,0.974125891605682,4.51412730670484,0.299653182243736,2,0.010564534983081707
0.777843202742128,10.5222706461995,10.4087583411055,0.287929358655302,0.0815158144233571,2,0.0950365214528279
14.5938662649567,85.4463860702277,1.23082185809376,1.67395142292293,0.416038264006944,2,0.011703245110660478
0.411089100525637,12.2194299662361,0.753178413998479,1.01758175355377,0.0651982629997755,2,0.08183687805103283
68.452935711815,86.3199827114084,0.727763527482542,13.3415592648726,0.380673967445743,2,0.01158480306168824
65.2633600740492,13.2056829536753,1.22025327977908,11.697856171983,0.530014294162637,2,0.07572497412727057
80.0535232430736,0.0514235005941593,2.77225297639273,10.4413265971797,0.556263703122335,2,19.446361847127545
0.849194232397815,93.3833973502855,11.1070619936104,14.077074513349,0.432738197663374,2,0.010708541650599335
82.1754247747006,12.7113750165585,12.1088120095164,4.60759969844569,0.187067703931235,2,0.07866969534746224
72.0741776747857,90.7633298189611,0.635671042039217,12.4270315643639,0.860222992261746,2,0.011017665416139162
72.2684158317994,5.55265265487958,13.8175819693402,14.1304748435604,0.872378962044687,2,0.1800941031528807
