timestamp,temperature,do,pH,turbidity,Date,Hour
2024-01-01 00:00:00,27.59802849180674,6.916388027910863,7.937212429474759,3.677378807750251,2024-01-01,0
2024-01-01 01:00:00,27.21704141929729,6.871577578473339,7.87236511750717,4.110986665143521,2024-01-01,1
2024-01-01 02:00:00,27.68861312286042,5.950693941992324,7.941377529689748,3.039369089181224,2024-01-01,2
2024-01-01 03:00:00,28.21381791384482,6.335760650109388,7.804892661108457,3.611809368385496,2024-01-01,3
2024-01-01 04:00:00,27.159507975166,6.563543455812084,7.822741509632801,3.885563388689947,2024-01-01,4
2024-01-01 05:00:00,27.15951782583049,5.678267698286438,8.020200696104446,2.924576666822042,2024-01-01,5
2024-01-01 06:00:00,28.24752768930443,6.928496080950986,8.322581073998252,3.101196251820646,2024-01-01,6
2024-01-01 07:00:00,27.76046083749175,6.750556893208176,7.535985040775635,4.057299047589158,2024-01-01,7
2024-01-01 08:00:00,27.01831536843903,5.896263659213056,7.808199378275377,2.890707492011616,2024-01-01,8
2024-01-01 09:00:00,27.62553602615158,7.1425277191664,7.582103298101263,2.733314085958044,2024-01-01,9
2024-01-01 10:00:00,27.02194938431252,7.329523646814576,8.164325228700978,3.96703207666499,2024-01-01,10
2024-01-01 11:00:00,27.02056214785785,7.036220687318933,7.706575026442821,3.824608186741589,2024-01-01,11
2024-01-01 12:00:00,27.44517736293962,6.705559094874618,7.526927833304983,3.495811704913021,2024-01-01,12
2024-01-01 13:00:00,26.15203185320532,7.254865291051114,7.9640192697582,3.290344375502294,2024-01-01,13
2024-01-01 14:00:00,26.26504930049218,7.308132216286015,8.196305334096053,3.121434462589858,2024-01-01,14
2024-01-01 15:00:00,26.96262748245542,7.084442141831813,7.969355552397761,3.431238015737892,2024-01-01,15
2024-01-01 16:00:00,26.69230132779935,6.405232649739144,7.873007554229202,3.989316991682666,2024-01-01,16
2024-01-01 17:00:00,27.48854839955716,7.065960459306709,7.915919593782959,3.412583434241093,2024-01-01,17
2024-01-01 18:00:00,26.75518555468727,7.617288390495288,8.127116539193366,4.241792484916195,2024-01-01,18
2024-01-01 19:00:00,26.45261777919882,6.542022564832962,7.646418153297029,2.923884946174701,2024-01-01,19
2024-01-01 20:00:00,28.17938926135293,8.158763603479459,7.806512108141875,3.301537275638844,2024-01-01,20
2024-01-01 21:00:00,27.16453421970808,6.58462143960877,7.734935068812998,3.149584772904516,2024-01-01,21
2024-01-01 22:00:00,27.34051692281275,6.919444208004082,7.584748285468741,2.843389136440197,2024-01-01,22
2024-01-01 23:00:00,26.44515108827193,6.496508642396199,7.761041195522472,3.244173994805848,2024-01-01,23
2024-01-02 00:00:00,26.97337036528489,7.033962501552157,8.062621430156314,3.489451599713989,2024-01-02,0
2024-01-02 01:00:00,27.36655355382592,5.854666984418835,7.948986451162472,3.535418977379373,2024-01-02,1
2024-01-02 02:00:00,26.60940385354662,6.572374920709968,7.965305205022722,4.243294436946159,2024-01-02,2
2024-01-02 03:00:00,27.52541881100741,6.24472727979086,7.860759878447197,3.509721011981131,2024-01-02,3
2024-01-02 04:00:00,26.93961678604872,6.981203008735375,7.939897994373004,3.804558825582235,2024-01-02,4
2024-01-02 05:00:00,27.12498375012403,7.496668425305344,7.661876028106898,3.33842052590856,2024-01-02,5
2024-01-02 06:00:00,26.93897603266236,7.287603712268731,7.765002923955282,4.031563908194616,2024-01-02,6
2024-01-02 07:00:00,28.41136691070536,5.477004383484665,7.870320889763422,4.34133319280287,2024-01-02,7
2024-01-02 08:00:00,27.29190166515724,8.125241791756729,7.888278330365197,3.538366606319658,2024-01-02,8
2024-01-02 09:00:00,26.66537344262646,7.077167964372522,7.897239449533593,2.88315662335582,2024-01-02,9
2024-01-02 10:00:00,27.79352694726191,6.4341005157042,7.800949590776561,3.074013840205818,2024-01-02,10
2024-01-02 11:00:00,26.56749381001739,6.994276751394565,7.75074108576263,3.43123175037822,2024-01-02,11
2024-01-02 12:00:00,27.42531815700285,7.005713893501616,8.493131969439302,3.506294155157778,2024-01-02,12
2024-01-02 13:00:00,26.12419792567214,6.499890769829062,8.020425327315804,3.61032280778528,2024-01-02,13
2024-01-02 14:00:00,26.50308837066094,7.018750000405245,7.916760969950051,3.507885002928917,2024-01-02,14
2024-01-02 15:00:00,27.41811674152147,6.535516627427816,7.781026215376658,3.313003513990054,2024-01-02,15
2024-01-02 16:00:00,27.74307994799725,6.657382804385986,7.735244046341786,3.036434670283085,2024-01-02,16
2024-01-02 17:00:00,27.40282096871398,6.488232518546949,7.80253187531734,3.482489452343619,2024-01-02,17
2024-01-02 18:00:00,27.23061103056706,6.040397226156209,7.891494057153204,4.107644563716683,2024-01-02,18
2024-01-02 19:00:00,27.11933778264643,6.987501882129231,7.435108535746753,3.748569300333934,2024-01-02,19
